Porduct Page URL,Catégorie,Title,Product Description,Review out of 5,UPC,Product Type,Price (excl. tax),Price (incl. tax),Tax,Availability,Number of reviews
https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,Default,A World of Flavor: Your Gluten Free Passport,"Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that eve Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that everyone will like, including: Hot Wings, Bacon and Cheddar Scones, Donuts, Sandwich Bread, Rocky Road Brownies, Crepes, General Tso's Chicken, Croutons, and many more (I counted 77).From breakfasts, appetizers, desserts, main dishes and snacks, to salads, vegetables, and side dishes, this outstanding gluten-free cookbook has much to offer anyone who is on a gluten-free diet.Written by celiac.com April 2016.Mongolian Beef, Cuban Pork, Baked Alaska, French Crepes—if international cuisine gets your taste buds dancing, this the cookbook for you!Travel the world gluten free with mother and daughter authors Nancy Miller and Amber Barrett and their new cookbook, A World of Flavor: Your Gluten-Free Passport.This cookbook provides readers with an inspired combination of dishes from around the globe that are deliciously high in flavor with none of the gluten. These recipes do not rely on pricey cup-for-cup flour alternatives, but use a variety of flours tailored to the success of each individual recipe so you get results to be proud of. ...more",1,70ed59f194b3c556,Books,£42.95,£42.95,£0.00,In stock (16 available),0
https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations","In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated ta In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated tattooing with her two young adult children. ""Christine Hale's evocation of the bewildering complexities of life as a mother, daughter, wife (and ex-wife), and student of Buddhism is both a poem and a letter to those she has worked so long and hard to understand. On a journey that takes her through emotional and actual hurricanes, love and cruelty, urgent losses, and painful gains, she climbs to sometimes unnervingly high altitudes as she experiences ""the joy and the sorrow of samsara."" In beautiful, clear language, Hale explores the wounds life gives us, the wounds we give ourselves, and the long process of healing."" -Sarah Stone, author of The True Sources of the Nile Christine Hale is the author of a novel, Basil's Dream (Livingston Press 2009); National Book Award finalist Joan Silber says, ""Basil's Dream...seems to prove fiction can go where other forms can't."" Ms. Hale's creative nonfiction has appeared in Arts & Letters, Spry, Still, Hippocampus, and Prime Number, among other journals. A fellow of MacDowell, Ucross, Hedgebrook, and the Virginia Center for the Creative Arts, she earned her MFA from Warren Wilson College. She teaches in the Antioch University-Los Angeles Low-Residency MFA Program as well as the Great Smokies Writing Program in Asheville, North Carolina, where she and her husband live. ...more",5,8a380641491d43ed,Books,£56.76,£56.76,£0.00,In stock (16 available),0
https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Default,Tracing Numbers on a Train,"Start preparing children for classroom success with Tracing Numbers on a Train! This educational workbook is filled with pages of giant numbers that make it easy for little hands to learn pencil control, followed by pages of small numbers for repetition and motor skill development. The illustrated practice pages will keep kids engaged while learning their numbers from 1 to Start preparing children for classroom success with Tracing Numbers on a Train! This educational workbook is filled with pages of giant numbers that make it easy for little hands to learn pencil control, followed by pages of small numbers for repetition and motor skill development. The illustrated practice pages will keep kids engaged while learning their numbers from 1 to 30. ...more",3,d7d6d50c1e3d0b81,Books,£41.60,£41.60,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Default,Thirteen Reasons Why,"Clay Jensen returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers thirteen cassette tapes recorded by Hannah Baker, his classmate and crush who committed suicide two weeks earlier. On tape, Hannah explains that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he'll find o Clay Jensen returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers thirteen cassette tapes recorded by Hannah Baker, his classmate and crush who committed suicide two weeks earlier. On tape, Hannah explains that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he'll find out how he made the list. Through Hannah and Clay's dual narratives, debut author Jay Asher weaves an intricate and heartrending story of confusion and desperation that will deeply affect teen readers. ...more",1,bc2a85fd35fdc7bd,Books,£52.72,£52.72,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,Default,The Secret (The Secret #1),"Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you'll learn how to use The Secret in every aspect of your life -- money Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you'll learn how to use The Secret in every aspect of your life -- money, health, relationships, happiness, and in every interaction you have in the world. You'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life. The Secret contains wisdom from modern-day teachers -- men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible. ...more",4,961f18db4f138211,Books,£27.37,£27.37,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,Default,The Psychopath Test: A Journey Through the Madness Industry,"They say one out of every hundred people is a psychopath. You probably passed one on the street today. These are people who have no empathy, who are manipulative, deceitful, charming, seductive, and delusional. The Psychopath Test is the New York Times bestselling exploration of their world and the madness industry.When Jon Ronson is drawn into an elaborate hoax played on They say one out of every hundred people is a psychopath. You probably passed one on the street today. These are people who have no empathy, who are manipulative, deceitful, charming, seductive, and delusional. The Psychopath Test is the New York Times bestselling exploration of their world and the madness industry.When Jon Ronson is drawn into an elaborate hoax played on some of the world’s top scientists, his investigation leads him, unexpectedly, to psychopaths. He meets an influential psychologist who is convinced that many important business leaders and politicians are in fact high-flying, high-functioning psychopaths, and teaches Ronson how to spot them. Armed with these new abilities, Ronson meets a patient inside an asylum for the criminally insane who insists that he’s sane, a mere run-of-the-mill troubled youth, not a psychopath—a claim that might be only manipulation, and a sign of his psychopathy. He spends time with a death-squad leader institutionalized for mortgage fraud, and with a legendary CEO who took joy in shutting down factories and firing people. He delves into the fascinating history of psychopathy diagnosis and treatments, from LSD-fueled days-long naked therapy sessions in prisons to attempts to understand serial killers.Along the way, Ronson discovers that relatively ordinary people are, more and more, defined by their most insane edges. The Psychopath Test is a fascinating adventure through the minds of madness. ...more",2,e98a4efa85070c2f,Books,£36.00,£36.00,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,Default,The Kite Runner,"Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime."" Amir is the son of a wealthy Kabul merchant, a member of the ruling caste of Pashtuns. Hassan, his servant and constant companion, is a Hazara, a despised and impoverished caste. Their uncommon bon Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime."" Amir is the son of a wealthy Kabul merchant, a member of the ruling caste of Pashtuns. Hassan, his servant and constant companion, is a Hazara, a despised and impoverished caste. Their uncommon bond is torn by Amir's choice to abandon his friend amidst the increasing ethnic, religious, and political tensions of the dying years of the Afghan monarchy, wrenching them far apart. But so strong is the bond between the two boys that Amir journeys back to a distant world, to try to right past wrongs against the only true friend he ever had.The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic. ...more",4,eac1a180047ad54e,Books,£41.82,£41.82,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,Default,The Girl on the Train,"The debut psychological thriller that will forever change the way you look at other people's lives.EVERY DAY THE SAMERachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. She’s even s The debut psychological thriller that will forever change the way you look at other people's lives.EVERY DAY THE SAMERachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. She’s even started to feel like she knows them. Jess and Jason, she calls them. Their life—as she sees it—is perfect. Not unlike the life she recently lost.UNTIL TODAYAnd then she sees something shocking. It’s only a minute until the train moves on, but it’s enough. Now everything’s changed. Unable to keep it to herself, Rachel goes to the police. But is she really as unreliable as they say? Soon she is deeply entangled not only in the investigation but in the lives of everyone involved. Has she done more harm than good? ...more",2,e956d67c9bcc5809,Books,£55.02,£55.02,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,Default,The Emerald Mystery,"Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professional in the sport of bodyboarding. Tina is an apprentice of the sport but very athletic, and she possesses other skills. And lastly there is Axell, a traveler and a veteran bodyboarder. For them, this invitation is extremely attractive because very few people have visited the Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professional in the sport of bodyboarding. Tina is an apprentice of the sport but very athletic, and she possesses other skills. And lastly there is Axell, a traveler and a veteran bodyboarder. For them, this invitation is extremely attractive because very few people have visited the place, also known for its secret surf breaks. The adventure sounds irresistible, so they accept the challenge.Once all the guests are on the island, there is only one thing that worries Luis, their host and fellow bodyboarder: to venture out to find a stretch of secret coastline where the young man says they will face majestic wave no one has ever ridden.By this time all of the guests have encountered some very strange things ... and some question whether they are being watched by someone. But who may want to follow them to an island inhabited by only two people, and for what reason? Are these young riders prepared to solve this mystery and accept what they discover as they investigate? Luckily, you'll also be there to accompany them on their journey and reach your own conclusions in this exciting adventure. ...more",2,d6670dfe3e7b42bd,Books,£23.15,£23.15,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,,3,efc3768127714ec3,Books,£32.00,£32.00,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,Default,The Art of War,"Conflict is an inevitable part of life, according to this ancient Chinese classic of strategy, but everything necessary to deal with conflict wisely, honorably, victoriously, is already present within us. Compiled more than two thousand years ago by a mysterious warrior-philosopher, The Art of War is still perhaps the most prestigious and influential book of strategy in t Conflict is an inevitable part of life, according to this ancient Chinese classic of strategy, but everything necessary to deal with conflict wisely, honorably, victoriously, is already present within us. Compiled more than two thousand years ago by a mysterious warrior-philosopher, The Art of War is still perhaps the most prestigious and influential book of strategy in the world, as eagerly studied in Asia by modern politicians and executives as it has been by military leaders since ancient times. As a study of the anatomy of organizations in conflict, The Art of War applies to competition and conflict in general, on every level from the interpersonal to the international. Its aim is invincibility, victory without battle, and unassailable strength through understanding the physics, politics, and psychology of conflict.(Original publication date was circa 500 BCE.)For an outstanding Kindle edition, please refer to The Art of War by Sun Tzu - Classic Collector's Edition (Shawn Conners, Barton Williams, Lionel Giles, Sian Kim) ...more",5,e7469e22b5bfb3e7,Books,£33.34,£33.34,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,Default,Secrets and Lace (Fatal Hearts #1),"**WARNING: Due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** Chloe Parker has the world at her feet. Her career in magazine publishing is flourishing, and she’s about to be married to Miles Durant, a **WARNING: Due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping, murder, rape, and extreme abuse. ** Chloe Parker has the world at her feet. Her career in magazine publishing is flourishing, and she’s about to be married to Miles Durant, a gorgeous billionaire, and the man of her dreams. But one month before her wedding, she receives a countdown card. No sender. No return address. No message. Only a piece of lace stained with blood. As the wedding gets closer the cards keep coming to her every day without fail. It seems, while she’s counting down to the happiest day of her life, someone is doing a countdown of their own. Chloe fears she’s in danger, but she can’t turn to the cops for help. There’s something in her past she wants to remain hidden, a dark secret that could destroy the life of her dreams. To make things worse, Miles is becoming increasingly impatient and suspicious about her past, to the point where he’s so angry he becomes a man she doesn’t recognize. While working to keep her relationship intact, Chloe must find out who wants to hurt her before she loses everything, or ends up dead. ...more",1,ad04ad9fc179fc5d,Books,£20.27,£20.27,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Default,Romero and Juliet: A Tragic Tale of Love and Zombies,"You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothing but contempt for the cowardly DeCapulets. Until, that is, he meets Juliet. Beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight th You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothing but contempt for the cowardly DeCapulets. Until, that is, he meets Juliet. Beautiful; deadly; her skill with a bow is matched by no other, and she fires an arrow straight through young Romero's heart. Torn between their warring families and trapped by the waves of the undead crashing against the city walls, what chance do our young couple stand at having a future together? You thought you knew the story of Romeo and Juliet? Think again in this satirical retelling of one of the world's most well-known love stories. Containing love, gore, and sarcasm, it's a story suitable for teens upwards, and should be enjoyed by adults 'of all ages' ...more",1,e656e280bc8edd56,Books,£36.94,£36.94,£0.00,In stock (15 available),0
https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,"This book was created by an artist who understands that sometimes, you just need a creative nudge to help get the pencil moving and break that pesky block. By simplifying the human form, we hope to remove the inevitable anxiety that comes with drawing a person, and speed-up your art, over time, increasing your own understanding of human anatomy, proportions and movement.",1,d9c643fa1fc57bdb,Books,£41.06,£41.06,£0.00,In stock (15 available),0
