Porduct Page URL,Catégorie,Title,Product Description,Review out of 5,UPC,Product Type,Price (excl. tax),Price (incl. tax),Tax,Availability,Number of reviews
https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Childrens,Nap-a-Roo,"Finalist, 9th Annual National Indie Excellence Awards Fast, fun, and engaging, this book makes sleepy time special for children and parents alike. Follow the kangaroo through the zoo as he gets ready for a nap-a-roo. Little ones can't get enough of this adorable modern book that centers around naps. With colorful images and imaginative text, this story is easy to fall in l Finalist, 9th Annual National Indie Excellence Awards Fast, fun, and engaging, this book makes sleepy time special for children and parents alike. Follow the kangaroo through the zoo as he gets ready for a nap-a-roo. Little ones can't get enough of this adorable modern book that centers around naps. With colorful images and imaginative text, this story is easy to fall in love with. Children will enjoy taking a nap-a-roo just like the kangaroo. ...more",1,913e7109cec0cb4c,Books,£25.08,£25.08,£0.00,In stock (9 available),0
https://books.toscrape.com/catalogue/the-whale_501/index.html,Childrens,The Whale,"A wordless epic sea adventureThere is a legend that a Great Spotted Whale lives in the ocean, although a sighting fifty years ago was never corroborated. Now two young whale watchers each set out to find the whale, one armed with sound-recording equipment, the other with a camera. When their boats collide, they pool their resources to capture incontrovertible proof that th A wordless epic sea adventureThere is a legend that a Great Spotted Whale lives in the ocean, although a sighting fifty years ago was never corroborated. Now two young whale watchers each set out to find the whale, one armed with sound-recording equipment, the other with a camera. When their boats collide, they pool their resources to capture incontrovertible proof that the mythical whale exists. The eventual sighting is a magical moment, especially when the children discover that it was their own grandparents who first glimpsed the whale fifty years ago. The Murrows’ spectacular wordless adventure is brought to life with stunning graphite drawings that convey the drama and haunting beauty of the ocean and capture the majesty of the awe-inspiring whale. ...more",4,0ff9d10864db8364,Books,£35.96,£35.96,£0.00,In stock (7 available),0
https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly","Nine weighty literary classics are transformed into delectable morsels with Scott Nash’s playful versification and whimsical illustration.Can’t stomach all of Frankenstein? Lacking the strength to read The Odyssey? Don’t have 1,001 nights to get through Scheherazade’s ordeal? Never fear, Shrunken Treasures are here! Nine of the world’s best-known stories and books have bee Nine weighty literary classics are transformed into delectable morsels with Scott Nash’s playful versification and whimsical illustration.Can’t stomach all of Frankenstein? Lacking the strength to read The Odyssey? Don’t have 1,001 nights to get through Scheherazade’s ordeal? Never fear, Shrunken Treasures are here! Nine of the world’s best-known stories and books have been reduced, like slowly simmered cherries, to tart and tasty mouthfuls. Lighthearted verse turns Moby-Dick into a simple nursery song. Outrageous color makes even gloomy Hamlet seem like fun. Riotous images transform Jane Eyre’s ordeal into a whirlwind adventure. The Metamorphosis, Remembrance of Things Past, Don Quixote, and others have all been delivered from dense duty to delightful ditty in Scott Nash’s collection of hallowed classics, featuring notes about the original texts at the end. ...more",3,9639e89d20228e6e,Books,£52.87,£52.87,£0.00,In stock (7 available),0
https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,Childrens,Raymie Nightingale,"Raymie Clarke has come to realize that everything, absolutely everything, depends on her. And she has a plan. If Raymie can win the Little Miss Central Florida Tire competition, then her father, who left town two days ago with a dental hygienist, will see Raymie's picture in the paper and (maybe) come home. To win, not only does Raymie have to do good deeds and learn how t Raymie Clarke has come to realize that everything, absolutely everything, depends on her. And she has a plan. If Raymie can win the Little Miss Central Florida Tire competition, then her father, who left town two days ago with a dental hygienist, will see Raymie's picture in the paper and (maybe) come home. To win, not only does Raymie have to do good deeds and learn how to twirl a baton; she also has to contend with the wispy, frequently fainting Louisiana Elefante, who has a show-business background, and the fiery, stubborn Beverly Tapinski, who’s determined to sabotage the contest. But as the competition approaches, loneliness, loss, and unanswerable questions draw the three girls into an unlikely friendship — and challenge each of them to come to the rescue in unexpected ways. ...more",2,31c56c4d0fe19340,Books,£34.41,£34.41,£0.00,In stock (7 available),0
https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,Childrens,Playing from the Heart,"Peter H. Reynolds, creator of The Dot, has composed a pitch-perfect tribute to the power of music and the bonds of family.When a young boy begins to play on his family’s piano, reveling in the fun of plunking the keys, his father signs him up for lessons so that he can learn to play properly. With his father’s encouragement, Raj learns notes, then scales, then songs, and Peter H. Reynolds, creator of The Dot, has composed a pitch-perfect tribute to the power of music and the bonds of family.When a young boy begins to play on his family’s piano, reveling in the fun of plunking the keys, his father signs him up for lessons so that he can learn to play properly. With his father’s encouragement, Raj learns notes, then scales, then songs, and finally classical pieces that his father can recognize and be proud of. But the more Raj practices and the more skilled he becomes, the less he enjoys playing, until he grows up and stops playing altogether. But when his father becomes ill and asks Raj to play for him, will Raj remember how to play from the heart? ...more",1,68008abf6409dfde,Books,£32.38,£32.38,£0.00,In stock (7 available),0
https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,"What good can a splash of color do in a community of gray? As Mira and her neighbors discover, more than you might ever imagine! Based on the true story of the Urban Art Trail in San Diego, California, Maybe Something Beautiful reveals how art can inspire transformation—and how even the smallest artists can accomplish something big. Pick up a paintbrush and join the celebr What good can a splash of color do in a community of gray? As Mira and her neighbors discover, more than you might ever imagine! Based on the true story of the Urban Art Trail in San Diego, California, Maybe Something Beautiful reveals how art can inspire transformation—and how even the smallest artists can accomplish something big. Pick up a paintbrush and join the celebration!   ...more",1,81c68492ccd72941,Books,£22.54,£22.54,£0.00,In stock (5 available),0
https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,Childrens,The Wild Robot,"When robot Roz opens her eyes for the first time, she discovers that she is alone on a remote, wild island. Why is she there? Where did she come from? And, most important, how will she survive in her harsh surroundings? Roz's only hope is to learn from the island's hostile animal inhabitants. When she tries to care for an orphaned gosling, the other animals finally decide When robot Roz opens her eyes for the first time, she discovers that she is alone on a remote, wild island. Why is she there? Where did she come from? And, most important, how will she survive in her harsh surroundings? Roz's only hope is to learn from the island's hostile animal inhabitants. When she tries to care for an orphaned gosling, the other animals finally decide to help, and the island starts to feel like home. Until one day, the robot's mysterious past comes back to haunt her.... ...more",3,75fed6a47f69859d,Books,£56.07,£56.07,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,Childrens,The Thing About Jellyfish,"This stunning debut novel about grief and wonder was an instant New York Times bestseller and captured widespread critical acclaim, including selection as a 2015 National Book Award finalist! After her best friend dies in a drowning accident, Suzy is convinced that the true cause of the tragedy must have been a rare jellyfish sting-things don't just happen for no reason. R This stunning debut novel about grief and wonder was an instant New York Times bestseller and captured widespread critical acclaim, including selection as a 2015 National Book Award finalist! After her best friend dies in a drowning accident, Suzy is convinced that the true cause of the tragedy must have been a rare jellyfish sting-things don't just happen for no reason. Retreating into a silent world of imagination, she crafts a plan to prove her theory--even if it means traveling the globe, alone. Suzy's achingly heartfelt journey explores life, death, the astonishing wonder of the universe...and the potential for love and hope right next door. ...more",1,3d15714d4d3d15dd,Books,£48.77,£48.77,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,Childrens,The Lonely Ones,"When your only friend is your own endless imagination, how do you escape your mind and connect to the world around you?With parents too busy to pay her attention, an older brother and sister who would rather spend their time with friends, and peers who oscillate between picking on her and simply ignoring her, it's no wonder that Fain spends most of her time in a world of h When your only friend is your own endless imagination, how do you escape your mind and connect to the world around you? With parents too busy to pay her attention, an older brother and sister who would rather spend their time with friends, and peers who oscillate between picking on her and simply ignoring her, it's no wonder that Fain spends most of her time in a world of her own making. During the day, Fain takes solace in crafting her own fantastical adventures in writing, but in the darkness of night, these adventures come to life as Fain lives and breathes alongside a legion of imaginary creatures. Whether floating through space or under the sea, climbing mountains or traipsing through forests, Fain becomes queen beyond - and in spite of - the walls of her bedroom.In time, Fain begins to see possibilities and friendships emerge in her day-to-day reality. . . yet when she is let down by the one relationship she thought she could trust, Fain must decide: remain queen of the imaginary creatures, or risk the pain that comes with opening herself up to the fragile connections that exist only in the real world? Told in breathless and visual verse, THE LONELY ONES takes readers through the intricate inner workings of a girl who struggles to navigate isolation and finds friendship where she least expects it. ...more",5,cf2f27fdf94ba20e,Books,£43.59,£43.59,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,Childrens,The Day the Crayons Came Home (Crayons),"The companion to the #1 blockbuster bestseller, The Day the Crayons Quit! I'm not sure what it is about this kid Duncan, but his crayons sure are a colorful bunch of characters! Having soothed the hurt feelings of one group who threatened to quit, Duncan now faces a whole new group of crayons asking to be rescued. From Maroon Crayon, who was lost beneath the sofa cushions The companion to the #1 blockbuster bestseller, The Day the Crayons Quit! I'm not sure what it is about this kid Duncan, but his crayons sure are a colorful bunch of characters! Having soothed the hurt feelings of one group who threatened to quit, Duncan now faces a whole new group of crayons asking to be rescued. From Maroon Crayon, who was lost beneath the sofa cushions and then broken in two after Dad sat on him; to poor Turquoise, whose head is now stuck to one of Duncan's stinky socks after they both ended up in the dryer together; to Pea Green, who knows darn well that no kid likes peas and who ran away—each and every crayon has a woeful tale to tell and a plea to be brought home to the crayon box. Drew Daywalt and Oliver Jeffers have combined to create a companion book every bit as funny and kid-friendly as the #1 bestselling The Day the Crayons Quit.Praise for The Day the Crayons Quit The #1 New York Times bestselling phenomenon — over 80 weeks on the bestseller list!Winner of the E.B. White Read-Aloud Award Amazon’s 2013 Best Picture Book of the Year A Barnes & Noble Best Book of 2013 Goodreads’ 2013 Best Picture Book of the Year  * “Hilarious . . . Move over, Click, Clack, Moo; we’ve got a new contender for the most successful picture-book strike.” –BCCB, starred review  “Jeffers . . . elevates crayon drawing to remarkable heights.” –Booklist “Fresh and funny.” –The Wall Street Journal ""This book will have children asking to have it read again and again.” –Library Media Connection * “This colorful title should make for an uproarious storytime.” –School Library Journal, starred review  * “These memorable personalities will leave readers glancing apprehensively at their own crayon boxes.” –Publishers Weekly, starred review  “Utterly original.” –San Francisco Chronicle ...more",5,b22362b434e8ee62,Books,£26.33,£26.33,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,Childrens,The Cat in the Hat (Beginner Books B-1),"Join the Cat in the Hat as he makes learning to read a joy! It’s a rainy day and Dick and Sally can’t find anything to do . . . until the Cat in the Hat unexpectedly appears and turns their dreary afternoon into a fun-filled extravaganza! This beloved Beginner Book by Dr. Seuss, which also features timeless Dr. Seuss characters such as Fish and Thing 1 and Thing 2, is fun Join the Cat in the Hat as he makes learning to read a joy! It’s a rainy day and Dick and Sally can’t find anything to do . . . until the Cat in the Hat unexpectedly appears and turns their dreary afternoon into a fun-filled extravaganza! This beloved Beginner Book by Dr. Seuss, which also features timeless Dr. Seuss characters such as Fish and Thing 1 and Thing 2, is fun to read aloud and easy to read alone. Written using 236 different words that any first or second grader can read, it’s a fixture in home and school libraries and a favorite among parents, beginning readers, teachers, and librarians.Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning. ...more",2,b7f475238ed50429,Books,£16.26,£16.26,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,Childrens,Red: The True Story of Red Riding Hood,"""Red is the most wonder-filled fairy tale of them all!”—Chris Grabenstein, New York Times Bestselling author of Escape from Mr. Lemoncello's Library. Red is not afraid of the big bad wolf.She’s not afraid of anything . . . except magic. But when Red’s granny falls ill, it seems that only magic can save her, and fearless Red is forced to confront her one weakness. With the ""Red is the most wonder-filled fairy tale of them all!”—Chris Grabenstein, New York Times Bestselling author of Escape from Mr. Lemoncello's Library. Red is not afraid of the big bad wolf. She’s not afraid of anything . . . except magic. But when Red’s granny falls ill, it seems that only magic can save her, and fearless Red is forced to confront her one weakness. With the help of a blond, porridge-sampling nuisance called Goldie, Red goes on a quest to cure Granny. Her journey takes her through dwarves’ caverns to a haunted well and a beast’s castle. All the while, Red and Goldie are followed by a wolf and a huntsman—two mortal enemies who seek the girls’ help to defeat each other. And one of them just might have the magical solution Red is looking for. . . . Liesl Shurtliff weaves a spellbinding tale, shining the spotlight on a beloved character from her award-winning debut, Rump.    And don't miss Jack: The True Story of Jack and the Beanstalk, ""a delightful story of family, perseverance and courage"" (Booklist).From the Hardcover edition. ...more",3,4c8ece50736f9e88,Books,£28.54,£28.54,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/horrible-bear_168/index.html,Childrens,Horrible Bear!,"The New York Times-bestselling duo behind Wolfie the Bunny presents a hilarious new book about accidents, outbursts, manners...and the power of saying ""I'm sorry.""Bear didn't mean to break a little girl's kite, but she's upset anyway--upset enough to shout ""HORRIBLE BEAR!"" Bear is indignant. He doesn't think he's horrible! Then Bear gets a truly Horrible Bear idea. What The New York Times-bestselling duo behind Wolfie the Bunny presents a hilarious new book about accidents, outbursts, manners...and the power of saying ""I'm sorry.""Bear didn't mean to break a little girl's kite, but she's upset anyway--upset enough to shout ""HORRIBLE BEAR!"" Bear is indignant. He doesn't think he's horrible! Then Bear gets a truly Horrible Bear idea. What will he do next? As Bear prepares to live up to his formerly undeserved reputation, the girl makes a mistake of her own, and realizes that maybe--just maybe--Bear isn't as horrible as she had thought. ...more",2,cc1ac978a6835ef6,Books,£37.52,£37.52,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,Childrens,Green Eggs and Ham (Beginner Books B-16),"“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of “Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning. ...more",4,621e2c310cec8d32,Books,£10.79,£10.79,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/counting-thyme_142/index.html,Childrens,Counting Thyme,"When eleven-year-old Thyme Owens’ little brother, Val, is accepted into a new cancer drug trial, it’s just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thyme’s best friend and everything she knows and loves. The island of Manhattan doesn’t exactly inspire new beginnings, but Thyme tries to embrace When eleven-year-old Thyme Owens’ little brother, Val, is accepted into a new cancer drug trial, it’s just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thyme’s best friend and everything she knows and loves. The island of Manhattan doesn’t exactly inspire new beginnings, but Thyme tries to embrace the change for what it is: temporary.After Val’s treatment shows real promise and Mr. Owens accepts a full-time position in the city, Thyme has to face the frightening possibility that the move to New York is permanent. Thyme loves her brother, and knows the trial could save his life—she’d give anything for him to be well—but she still wants to go home, although the guilt of not wanting to stay is agonizing. She finds herself even more mixed up when her heart feels the tug of new friends, a first crush, and even a crotchety neighbor and his sweet whistling bird. All Thyme can do is count the minutes, the hours, and days, and hope time can bring both a miracle for Val and a way back home. ...more",1,157f693d9e600ccc,Books,£10.62,£10.62,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Childrens,Are We There Yet?,"Caldecott Medalist Dan Santat takes readers on the road trip of a lifetime!""Are we there yet?"" Every parent has heard this classic kid question on a long car ride--and after reading this astonishingly inventive new book (that even turns upside down for several pages!), you'll never look at being bored the same way again.Let's face it: everyone knows that car rides can be b Caldecott Medalist Dan Santat takes readers on the road trip of a lifetime!""Are we there yet?"" Every parent has heard this classic kid question on a long car ride--and after reading this astonishingly inventive new book (that even turns upside down for several pages!), you'll never look at being bored the same way again.Let's face it: everyone knows that car rides can be boring. And when things get boring, time slows down. In this book, a boy feels time slowing down so much that it starts going backward--into the time of pirates! Of princesses! Of dinosaurs! The boy was just trying to get to his grandmother's birthday party, but instead he's traveling through Ancient Egypt and rubbing shoulders with Ben Franklin. When time flies, who knows where--or when--he'll end up. ...more",3,ef9c4f2465513956,Books,£10.66,£10.66,£0.00,In stock (3 available),0
https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,Childrens,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),"Diary of a Minecraft Zombie Has a Fresh New Look! Ever wonder what it would be like to be a Minecraft Zombie? In the first book of this hilarious Minecraft adventure series, we get to read the diary of an actual 12 year old, Minecraft Zombie. Take a peek at what is really going on between the hollow eyes, and dead expression that we normally see when we face the dreaded Z Diary of a Minecraft Zombie Has a Fresh New Look! Ever wonder what it would be like to be a Minecraft Zombie? In the first book of this hilarious Minecraft adventure series, we get to read the diary of an actual 12 year old, Minecraft Zombie. Take a peek at what is really going on between the hollow eyes, and dead expression that we normally see when we face the dreaded Zombies of Minecraft. Are Zombies really different from us? You'll be surprised at what you discover. So, jump into this Minecraft adventure and find out!. Diary of a Zombie is a must-read for any kid who loves Minecraft. Kids ages 7+ can't wait to jump into to these Minecraft adventures! Get Your Copy Today! ...more",4,d7b463918d3b8c39,Books,£52.88,£52.88,£0.00,In stock (2 available),0
